track,album,album_type,artist,release_date,recording_period,producers,writers,vocals
Florida,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1975","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Homegrown,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1975","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Kansas,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1976","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Little Wing,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1985","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Love Is a Rose,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1977","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Mexico,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1978","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Separate Ways,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1979","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Star of Bethlehem,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1980","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Try,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1981","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Vacancy,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1982","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
We Don't Smoke It No More,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1983","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
White Line,Homegrown,studio,Neil Young,2020-19-06,"June, September, December 1974, January 1984","Neil Young, Elliot Mazer, Ben Keith, Tim Mulligan",Neil Young,Neil Young
Bad News Beat,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Drifter,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Hard Luck Stories,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Hippie Dream,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
I Got a Problem,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
People on the Street,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Pressure,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Touch the Night,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Violent Side,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Weight of the World,Landing on Water,studio,Neil Young,1986-21-07,August 1983 â€“ March 1986,"Neil Young, Danny Kortchmar",Neil Young,Neil Young
Angry World,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
Hitchhiker,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
Love and War,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
Peaceful Valley Boulevard,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
Rumblin,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
Sign of Love,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
Someone's Gonna Rescue You,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
Walk with Me,Le Noise,studio,Neil Young,2010-28-09,"March 28 â€“ May 28, 2010, July 9, 2010",Daniel Lanois,Neil Young,Neil Young
After the Garden,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
America the Beautiful,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,"Katharine Lee Bates, Samuel Augustus Ward",Neil Young
Families,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
Flags of Freedom,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
Let's Impeach the President,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
Living with War,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
Lookin' for a Leader,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
Roger and Out,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
Shock and Awe,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
The Restless Consumer,Living with War,studio,Neil Young,2/5/2006,"March 29 â€“ April 6, 2006",Niko Bolas L.A. Johnson,Neil Young,Neil Young
Act of Love,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Big Green Country,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Downtown,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Fallen Angel,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
I'm the Ocean,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Peace and Love,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,"Neil Young, Eddie Vedder"
Scenery,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Song X,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Throw Your Hatred Down,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Truth Be Known,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
What Happened Yesterday,Mirror Ball,studio,Neil Young,7/8/1995,"January â€“ February 10, 1995",Brendan O'Brien,Neil Young,Neil Young
Here We Are in the Years,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1974,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
If I Could Have Her Tonight,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1970,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
I've Been Waiting for You,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1971,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
I've Loved Her So Long,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1976,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
String Quartet from Whiskey Boot Hill,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1973,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
The Emperor of Wyoming,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1968,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
The Last Trip to Tulsa,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1977,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
The Loner,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1969,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
The Old Laughing Lady,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1972,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
What Did You Do to My Life?,Neil Young,studio,Neil Young,11/12/1968,August â€“ October 1975,"Neil Young, David Briggs, Jack Nitzsche, Ry Cooder",Neil Young,Neil Young
Are There Any More Real Cowboys?,Old Ways,studio,Neil Young,12/10/1985,January 1983 â€“ April 1987,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
Bound for Glory,Old Ways,studio,Neil Young,12/16/1985,January 1983 â€“ April 1993,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
California Sunset,Old Ways,studio,Neil Young,12/13/1985,January 1983 â€“ April 1990,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
Get Back to the Country,Old Ways,studio,Neil Young,12/9/1985,January 1983 â€“ April 1986,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
Misfits,Old Ways,studio,Neil Young,12/12/1985,January 1983 â€“ April 1989,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
My Boy,Old Ways,studio,Neil Young,12/15/1985,January 1983 â€“ April 1992,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
Old Ways,Old Ways,studio,Neil Young,12/14/1985,January 1983 â€“ April 1991,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
Once an Angel,Old Ways,studio,Neil Young,12/11/1985,January 1983 â€“ April 1988,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
The Wayward Wind,Old Ways,studio,Neil Young,12/8/1985,January 1983 â€“ April 1985,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
Where is the Highway Tonight?,Old Ways,studio,Neil Young,12/17/1985,January 1983 â€“ April 1994,"Neil Young, David Briggs, Ben Keith, Elliot Mazer",Neil Young,Neil Young
Ambulance Blues,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1981","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,Neil Young
For the Turnstiles,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1977","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,"Neil Young, Ben Keith "
Motion Pictures,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1980","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,Neil Young
On the Beach,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1979","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,Neil Young
Revolution Blues,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1976","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,Neil Young
See The Sky About to Rain,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1975","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,Neil Young
Vampire Blues,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1978","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,Neil Young
Walk On,On the Beach,studio,Neil Young,1974-19-07,"November 30, 1973 â€“ April 7, 1974","Neil Young, David Briggs, Mark Harman, Al Schmitt",Neil Young,"Neil Young, Ben Keith, Ralph Molina"
Angel Flying Too Close to the Ground,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Baby What You Want Me to Do?,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Cowgirl Jam,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Diggin' in the Dirt,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Happy Together,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Hey,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
How Long?,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Many Moons Ago in the Future,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Offerings,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Paradox Passage 1,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Paradox Passage 2,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Paradox Passage 3,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Paradox Passage 4,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Paradox Passage 5,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Paradox Passage 6,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Pocahontas,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Running to the Silver Eagle,Paradox,sountrack,Neil Young,2018-23-03,"January 19, 2014August 19, 2014September â€“ October, 2016January 31 â€“ February 1, 2017",John Hanlon Niko Bolas,Neil Young,Neil Young
Can't Stop Workin',Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
Glass Accident,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
Indian Givers,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
John Oaks,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
My New Robot,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
My Pledge,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
Peace Trail,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
Show Me,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
Terrorist Suicide Hang Gliders,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
Texas Rangers,Peace Trail,studio,Neil Young,9/12/2016,"September 9 â€“ 12, 2016",John Hanlon,Neil Young,Neil Young
Falling Off the Face of the Earth,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,Neil Young
Far From Home,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,"Neil Young, Emmylou Harris, Pegi Young, Diana Dewitt"
He Was the King,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,Neil Young
Here for You,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,Neil Young
It's a Dream,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,Neil Young
No Wonder,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,"Neil Young, Emmylou Harris, Pegi Young, Diana Dewitt, Anthony Crawford, Gary Pigg, Curtis Wright"
Prairie Wind,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,"Neil Young, Pegi Young, Diana Dewitt"
The Painter,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,Neil Young
This Old Guitar,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,"Neil Young, Emmylou Harris, Pegi Young, Diana Dewitt"
When God Made Me,Prairie Wind,studio,Neil Young,2005-27-09,"March 19 â€“ June 29, 2005","Neil Young, Ben Keith",Neil Young,Neil Young
Buffalo Springfield Again,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Daddy Went Walkin',Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Distant Camera,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Good to See You,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Horseshoe Man,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Razor Love,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Red Sun,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Silver & Gold,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
The Great Divide,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
Without Rings,Silver & Gold,studio,Neil Young,2000-25-04,"August 26, 1997 â€“ May 28, 1999",Ben Keith,Neil Young,Neil Young
A Man Needs a Maid,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Harvest,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Heart of Gold,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Here We Are in the Years,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Journey Through the Past,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Love Is a Rose,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
No One Seems to Know,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Old Laughing Lady (includes Guilty Train),Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Roll Another Number (for the Road),Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Songs for Judy Intro,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Tell Me Why,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
The Losing End (When You're on),Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
The Needle and the Damage Done,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
White Line,Songs for Judy,live,Neil Young,2018-30-11,"November 6 â€“ 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
All Those Dreams,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
Glimmer,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
I Want to Drive My Car,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
I'm Glad I Found You,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
Like You Used to Do,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
Plastic Flowers,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
Say Hello to Chicago,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
Tumbleweed,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
When I Watch You Sleeping,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
Who's Gonna Stand Up?,Storytone,studio,Neil Young,4/11/2014,"June 2014,  August 2014 ",Niko Bolas,Neil Young,Neil Young
Can't Believe Your Lyin',This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Coupe de Ville,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Hey Hey,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Life in the City,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Married Man,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
One Thing,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Sunny Inside,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Ten Men Workin',This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
This Note's for You,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Twilight,This Note's for You,studio,Neil Young,11/4/1988,November 1987 â€“ January 1988,Niko Bolas,Neil Young,Neil Young
Albuquerque,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1980,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Billy Talbot, Ralph Molina"
Borrowed Tune,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1976,"Neil Young, David Briggs",Neil Young,Neil Young
Come on Baby Let's Go Downtown,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1977,"Neil Young, David Briggs",Neil Young,"Neil Young, Danny Whitten, Jack Nitzsche, Billy Talbot, Ralph Molina"
Lookout Joe,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1982,"Neil Young, David Briggs",Neil Young,"Neil Young, Ben Keith, Tim Drummond, Jack Nitzsche, Kenny Buttrey"
Mellow My Mind,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1978,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Billy Talbot, Ralph Molina"
New Mama,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1981,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Ralph Molina, George Whitsell"
Roll Another Number (for the Road),Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1979,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Billy Talbot, Ralph Molina"
Speakin' Out,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1974,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Billy Talbot, Ralph Molina"
Tired Eyes,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1983,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Billy Talbot, Ralph Molina"
Tonight's the Night,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1973,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Billy Talbot, Ralph Molina"
World on a String,Tonight's the Night,live,Neil Young,6/20/1975,August â€“ September 1975,"Neil Young, David Briggs",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Billy Talbot, Ralph Molina"
Computer Age,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1983","Neil Young, David Briggs, Tim Mulligan",Neil Young,Neil Young
